holidate,origin_airport_id,dest_airport_id,dep_delay,arr_delay,carrier_delay,nas_delay,late_aircraft_delay,weather_delay,security_delay,isWeather,isSecurity
0,10397,11721,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.014563106796116505,0.0016181229773462784
0,10397,11775,11.5,12.0,0.0,0.0,0.0,0.0,0.0,0.03398058252427184,0.0
0,10397,11778,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.024630541871921183,0.0
0,10397,11823,18.0,12.5,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0
0,10397,11953,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02477632484514797,0.0006882312456985547
0,10397,11973,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02928416485900217,0.0
0,10397,11977,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.028938906752411574,0.0
0,10397,11982,17.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11986,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02286902286902287,0.0
0,10397,11995,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01990049751243781,0.0007107320540156361
0,10397,11996,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0195578231292517,0.0
0,10397,12007,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.04491017964071856,0.0
0,10397,12094,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0
0,10397,12124,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0
0,10397,12173,5.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.003816793893129771
0,10397,12191,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01180327868852459,0.0022950819672131148
0,10397,12197,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.023938223938223938,0.0
0,10397,12217,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.026028547439126783,0.0008396305625524769
0,10397,12264,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01979828165857303,0.0011206574523720584
0,10397,12266,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.020677628300946688,0.00024912805181863477
0,10397,12278,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.030927835051546393,0.001718213058419244
0,10397,12323,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.030245746691871456,0.000945179584120983
0,10397,12339,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.012625324916450055,0.0
0,10397,12391,28.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12441,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.056338028169014086,0.0
0,10397,12448,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.022502250225022502,0.0
0,10397,12451,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.018949648077964266,0.0
0,10397,12478,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.014497422680412372,0.0009664948453608248
0,10397,12889,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01139459995045826,0.0007431260837255387
0,10397,12892,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.010603964960811434,0.0003073613032119256
0,10397,12945,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02354480052321779,0.0006540222367560497
0,10397,12951,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03951367781155015,0.0
0,10397,12953,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.013264649066323245,0.00128783000643915
0,10397,12992,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02168256721595837,0.0
0,10397,13029,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.023391812865497075,0.0
0,10397,13198,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.017375886524822696,0.0007092198581560284
0,10397,13204,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01429973363241273,0.0005607738679377541
0,10397,13230,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.021400778210116732,0.0
0,10397,13232,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.014075286415711947,0.001309328968903437
0,10397,13244,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.019255455712451863,0.0
0,10397,13277,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03942895989123046,0.0
0,10397,13296,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01809954751131222,0.0
0,10397,13303,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.015321756894790603,0.0006128702757916241
0,10397,13342,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01564129301355579,0.0005213764337851929
0,10397,13360,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02875816993464052,0.00130718954248366
0,10397,13367,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.009022556390977444,0.0
0,10397,13377,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.037359900373599,0.0
0,10397,13422,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.053440213760855046,0.0
0,10397,13485,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0
0,10397,13486,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13487,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.012942419440042261,0.0002641310089804543
0,10397,13495,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.013596716264751155,0.000513083632632119
0,10397,13502,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13577,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02861230329041488,0.0
0,10397,13795,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.012534818941504178,0.001392757660167131
0,10397,13796,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0
